Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Tipo de documento,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Região da instituição de defesa,UF da instituição de defesa,Natureza administrativa da instituição de defesa,Latitude da instituição de defesa,Longitude da instituição de defesa,Identificador único da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Identificador único do Programa de Pós-Graduação da instituição de defesa,Área do conhecimento,Área de avaliação,Direitos,Grau,Assuntos em português,Assuntos em inglês,URL do documento
"Araujo, Geovane Gomes de||Moreira, Etelvina Maria Marques||Araujo, Josimary Horta de||Soares, Maria Elizabeth Santos||Carvalho, Joelia Marques de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Patent Databases: an analysis from Capes journal portal,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Avaliação de Bases de Dados||Prospecção||Informação Patentária.||Database Evaluation||Prospection||Patent information.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/32605
"Silva, Vanessa de Souza||Felizardo, Luiz Flávio||Dutra, Ana Cláudia",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Smart City: a prospective study of patent-based technology,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Smart City||Patentes||Prospecção Tecnológica.||Smart city||Patents||Technological Prospection.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/32677
"Uchôa, Silvia Beatriz Beger||Uchôa, Bruno Beger",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,PATENT PLEDGE: Legal and technological analysis,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Patentes||Compromisso de Patente||Tesla.||Patents||Patent Pledge||Tesla.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/33177
"Oliveira, Flávio André Alves de||Oliveira, Marciel Castro de||Macedo, Matheus Rocha de||Souza, Danielle Nascimento Queiroz de||Campos , Marcio Inomata||Cerqueira, Gabriela Silva",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Study of Automated Irrigation Technology by Patent Review,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Sistemas de Irrigação||Humidade||Sensor.||Irrigation Systems||Humidity||Sensor.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/36724
"Pires, Edilson Araújo||Andrade, Jamile de Jesus Souza||Lora, Fábio André",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Patent Mapping of Artificial Respirators or Mechanical Fans,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Patentes||Respiradores Mecânicos||Coronavírus.||Patents||Mechanical Respirators||Coronavirus.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/43865
"Pontes, Carlos Eduardo Collazo||Barroso, Wanise Borges Gouvea",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Analysis of the patent applications for insulin in Brazil,Não informado pela instituição,Fundação Oswaldo Cruz (FIOCRUZ),FIOCRUZ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Drug||Biotechnology||Insulin||Patent||Mapping.||Biotecnologia||Medicamento||Insulina||Patente||Mapeamento.||Medicamento||Biotecnologia||Insulina||Patente||Mapeamento.,Não informado pela instituição,https://www.reciis.icict.fiocruz.br/index.php/reciis/article/view/1328
"Pires PIMENTA, Fabricia",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,A patente como fonte de informação (des)necessária para a Biotecnologia em Saúde,Não informado pela instituição,Pontifícia Universidade Católica de Campinas (PUC Campinas),PUC_CAMP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://periodicos.puc-campinas.edu.br/transinfo/article/view/5994
"Pires PIMENTA, Fabricia",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,A patente como fonte de informação (des)necessária para a Biotecnologia em Saúde,Não informado pela instituição,Pontifícia Universidade Católica de Campinas (PUC Campinas),PUC_CAMP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://periodicos.puc-campinas.edu.br/transinfo/article/view/5999
"Azevedo,Nara||Abrantes,Antônio Carlos Souza de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,A presença de mulheres na atividade de patenteamento no Brasil (1996-2017),Não informado pela instituição,Centro Brasileiro de Estudos de Saude,CBES,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Mulheres||Identidade de gênero||Patentes||Brasil,Não informado pela instituição,http://old.scielo.br/scielo.php?script=sci_arttext&pid=S0103-11042021000500098
"Silva, Wanderson de Vasconcelos Rodrigues da||Silva-Mann, Renata",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Precision Agriculture: technological monitoring based on patent analysis,Não informado pela instituição,Universidade Federal de Itajubá (UNIFEI),UNIFEI,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Agricultura inteligente||Mapeamento tecnológico||Análise patentométrica||Indicadores.||Agricultura inteligente||Mapeo tecnológico||Análisis patentométrico||Indicadores.||Smart agriculture||Technological mapping||Patentometric analysis||Indicators.,Não informado pela instituição,https://rsdjournal.org/index.php/rsd/article/view/26852
"Balloussier, Priscila||Santos, Douglas||Islabão, Genizia Islabão||Rosa, Jeferson||Santos, Jonas",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Importance of Trademarks in Patent Protection: Natura's case,Não informado pela instituição,Fundação Joaquim Nabuco (FUNDAJ),FUNDAJ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://periodicos.fundaj.gov.br/CIC/article/view/2094
"Silveira, Giordani Santos||Freitas, Laíze Pires||e Silva, Fernanda Cristina Campolina||Marques-Neto, Humberto Torres||Oliveira, Dauro Douglas",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,The technological production in Dentistry: patent registration,Não informado pela instituição,Universidade Federal de Juiz de Fora (UFJF),UFJF,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Patent||Innovation||Dentistry||Patentes||Inovação||Odontologia,Não informado pela instituição,https://periodicos.ufjf.br/index.php/hurevista/article/view/13951
"Silva, Jorge Raimundo da||Toutain, Lídia Maria Batista Brandão||Silva, Jorge Raimundo da||Toutain, Lídia Maria Batista Brandao",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Interação entre C&T na UFAL: análise dos artigos e patentes do PPGCS/UFAL,2020,Universidade Federal da Bahia (UFBA),UFBA,Brasil,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Cientometria||Análise de coclassificação||Análise de copalavras||Produtividade em pesquisa||Bolsa CNPQ||Patente||Interação Ciência e Tecnologia,Não informado pela instituição,https://repositorio.ufba.br/handle/ri/34772
"Garrido, Eduardo Cardoso||Rocha, Angela Machado||Santos, Douglas Alves||Silva, Marcelo Santana||Garrido, Eduardo Cardoso||Rocha, Angela Machado||Santos, Douglas Alves||Silva, Marcelo Santana",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Pesquisa patentária no âmbito da utilização de resíduos para a produção de fertilizantes,2018-05-10,Universidade Federal da Bahia (UFBA),UFBA,Brasil,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Patentes||Resíduos||Fertilizantes,Não informado pela instituição,http://repositorio.ufba.br/ri/handle/ri/30061
"Gonçalves, Bruno Setton||Rito, Vanusa Maria de Souza||de Melo, José Nilton||da Silva, Gabriel Francisco||de Santana, José Ricardo",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,O mecanismo de patenteamento como estímulo à inovação tecnológica no Brasil,Não informado pela instituição,Universidade Tecnológica Federal do Paraná (UTFPR),UTFPR,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,"6.03.02.00-3 Métodos Quantitativos em Economia; 6.03.02.01-1 Métodos e Modelos Matemáticos, Econométricos e Estatísticos||Patentes. Financiamento Público; Dados em Painel; Brasil.",Não informado pela instituição,https://periodicos.utfpr.edu.br/revistagi/article/view/9044
"Pontes, Carlos Eduardo Collazo||Barroso, Wanise Borges Gouvea",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Análise dos pedidos de patente de insulina depositados no Brasil,2018,Fundação Oswaldo Cruz (FIOCRUZ),FIOCRUZ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://www.arca.fiocruz.br/handle/icict/30823
"Santos, Líbia Cristina Xavier||Andreato, Neiane da Silva Azevedo||Anjos, Sérgio Saraiva Nazareno dos||Ferreira, Eduardo Antonio||Gris, Eliana Fortes||Martin, Adriana Regina",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"Prospective Analysis of the Patent ""Process for the Application of Biomineralization in the Improvement of Soils"" - PI 1001279-6: feasibility study of a brazilian patent by means of informetry",Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Prospecção Tecnológica||Construção Civil||Biomineralização.||Technological Prospection||Civil Construction||Biomineralization.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/27241
"Calzolaio, Aziz Eduardo||Matei, Ana Paula||Pohlmann, Jaime||Mendina, Heitor José Cademartori||Forgiarini, Deivid Ilecki||Garcia, Alexandre de Souza",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,MAPEAMENTO DOS REGISTROS DE PROPRIEDADE INTELECTUAL (PATENTES) NA UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL | INTELLECTUAL PROPERTY (PATENT) PICTURE OF FEDERAL UNIVERSITY OF RIO GRANDE DO SUL - BRAZIL,Não informado pela instituição,Universidade de Caxias do Sul (UCS),UCS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,"Ciência, tecnologia e inovação; Gestão da informação e do conhecimento; Propriedade Intelecutual||Patentes universitárias; Classificação Internacional de Patentes; Ciência e tecnologia.",Não informado pela instituição,http://www.ucs.br/etc/revistas/index.php/RBGI/article/view/5860
"Moura, Ana Maria Mielniczuk de||Santos, Fernanda Bochi dos||Magnus, Ana Paula Medeiros||Consoni, Leticia Angheben El Ammar||Gabriel Junior, Rene Faustino",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"Fontes de informação em patentes análise das características das bases Derwent Innovations Index, ORBIT, INPI, Google Patents e PatentScope com base na produção tecnológica da UFRGS",2019,Universidade Federal do Rio Grande do Sul (UFRGS),UFRGS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Informação tecnológica||Patentes||Cientometria,Technological innovation||Scientometrics||Patentometry||Information sources||Database||Patents,http://hdl.handle.net/10183/205631
"Bochi, Fernanda||Gabriel Junior, Rene Faustino||Alves, Thiago Monteiro||Moura, Ana Maria Mielniczuk de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Produção científica brasileira e patentes depositadas no Brasil em células-tronco,Não informado pela instituição,Universidade Federal do Rio Grande do Norte (UFRN),UFRN,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://revista.ibict.br/p2p/article/view/4373
"Bochi, Fernanda||Gabriel Junior, Rene Faustino||Alves, Thiago Monteiro||Moura, Ana Maria Mielniczuk de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Produção científica brasileira e patentes depositadas no Brasil em células-tronco,Não informado pela instituição,Instituto Brasileiro de Informação Ciência e Tecnologia,IBICT,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://revista.ibict.br/p2p/article/view/4373
"Meneghin, Rogério Almeida||Paixão, Ana Eleonora Almeida||Detomi, Andréa Márcia",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Comparativo de indicadores e computação natural como alternativa para prospecção de patentes em nanociências,Não informado pela instituição,Ensino Superior do Piauí (AESPI),AESPI,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,nanoscience; nanotechnology; nanobiotechnology; nanomaterials; patent; natural computing.,Não informado pela instituição,http://www.revistageintec.net/index.php/revista/article/view/1269
"Oliveira, Emanoel Igor||Mattedi, Silvana||José, Nadia Mamede",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Mapeamento de patentes e artigos sobre tecnologias de obtenção de celulose utilizando líquidos iônicos,Não informado pela instituição,Ensino Superior do Piauí (AESPI),AESPI,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,cellulose; ionic liquid; biomass.,Não informado pela instituição,http://www.revistageintec.net/index.php/revista/article/view/1183
"Silva, Juliana Albuquerque||Druzian, Janice Izabel",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Prospecção Tecnológica de Patentes e Goma Xantana no Contexto da Indústria de Alimentos,Não informado pela instituição,Ensino Superior do Piauí (AESPI),AESPI,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,"Prospecção tecnológica, Goma Xantana, Gêneros alimentícios",Não informado pela instituição,http://www.revistageintec.net/index.php/revista/article/view/1014
"Gil, Luís",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"INSPIRE, uma plataforma de informação sobre patentes e normas no domínio das energias renováveis",2021,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://hdl.handle.net/10400.26/36470
"Malavota, Leandro Miranda",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,A Sociedade Auxiliadora da Indústria Nacional e as patentes de invenção: tecnologia e propriedade no Império do Brasil,Não informado pela instituição,Universidade do Estado do Rio de Janeiro (UERJ),UERJ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Sociedade Auxiliadora da Indústria Nacional (SAIN); Sistema de Patentes; Propriedade Industrial; Privilégios de Invenção; Brasil Império.||Sociedade Auxiliadora da Indústria Nacional (SAIN); Patent System; Industrial Property; Privileges of Invention; Empire of Brazil,Não informado pela instituição,https://www.e-publicacoes.uerj.br/index.php/maracanan/article/view/45211
"Souza, Cláudio José de||Silvino, Zenith Rosa||Souza, Deise Ferreira de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Análise dos registros de patentes na enfermagem brasileira e sua relação com o mestrado profissional,Não informado pela instituição,Universidade Federal do Rio Grande do Sul (UFRGS),UFRGS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Educação de Pós-Graduação em Enfermagem. Educação profissionalizante. Tecnologia biomédica. Patente.,Não informado pela instituição,https://seer.ufrgs.br/index.php/rgenf/article/view/109820
"Corrêa, Alexandra Barbosa de Godoy",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Limites éticos a patentes biotecnológicas / Ethical limits on biotechnological patents,Não informado pela instituição,Universidade do Estado do Rio de Janeiro (UERJ),UERJ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Direito||Bioética; Biotecnologia; Patentes; Propriedade Industrial; Dignidade Humana||Filosofia do Direito,Não informado pela instituição,https://www.e-publicacoes.uerj.br/index.php/quaestioiuris/article/view/40661
"Guerreiro, Evelyn Seilhe||Daltro, Leila Mendes de Oliveira||Ribeiro, Nubia Moura||de Souza, Elias Ramos",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,ANÁLISE DE DOCUMENTOS DE PATENTES SOBRE COPAIBA: UMA COMPARAÇÃO ENTRE FONTES DE DADOS,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/22725
"Pinto Andrade, Ivo Henrique||Lima Ribeiro, Paulo Leonardo||Oliveira de Souza, Carolina||da Silva, Darcilene Fiuza||Druzian, Janice Izabel||Camilloto, Geany Peruch||Souza Cruz, Renato",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,ESTUDO DE DOCUMENTOS DE PATENTES RELACIONADOS A PRODUÇÃO DE FILMES BIODEGRADÁVEIS COMESTÍVEIS,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Filmes comestíveis||Polímeros naturais||Prospecção tecnológica.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/22936
"de Souza, Rita de Cassia||Ribeiro, Paulo Leonardo||de Souza, Carolina Oliveira||Druzian, Janice Izabel||Machado, Bruna Aparecida||Umsza-Guez, Marcelo Andres",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,ESTUDO PROSPECTIVO DAS APLICAÇÕES DO ÓLEO DE SEMENTE DE UVA A PARTIR DE MAPEAMENTO EM DOCUMENTOS DE PATENTES,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Óleo de semente. Ácidos graxo. Prospecção tecnológica,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/23073
"Soares, Camylla Carneiro||Druzian, Janice Izabel||Lobato, Ana Katerine de Carvalho Lima",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,ESTUDO PROSPECTIVO DE PATENTES RELACIONADAS A UTILIZAÇÃO DO BACILLUS SUBTILIS EM BIOPROCESSOS,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/23080
"Gonçalves, Luiz Antonio da Silva||Bezerra, Jilvania Silva",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,ESTUDO PROSPECTIVO DO PROCESSO TECNOLÓGICO DA PIRÓLISE COM ÊNFASE NO PROGRAMA DE PATENTES VERDES DO INPI,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/23094
"Nunes, Jéssica Magalhães Neves||Rodrigues, Plínio Ribeiro||Cacique, Paloma Pereira||Druzian, Janice Izabel||Lobato, Ana Katerine de Carvalho Lima",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,MAPEAMENTO E MODELAGEM DE PATENTES DE PROCESSOS BIOTECNOLÓGICOS CATALISADOS POR CULTURAS PURAS BACTERIANAS,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/23095
