Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Tipo de documento,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Região da instituição de defesa,UF da instituição de defesa,Natureza administrativa da instituição de defesa,Latitude da instituição de defesa,Longitude da instituição de defesa,Identificador único da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Identificador único do Programa de Pós-Graduação da instituição de defesa,Área do conhecimento,Área de avaliação,Direitos,Grau,Assuntos em português,Assuntos em inglês,URL do documento
"Speziali,Marcelo Gomes||Nascimento,Raphael da Silva",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,PATENTOMETRIA: UMA FERRAMENTA INDISPENSÁVEL NO ESTUDO DE DESENVOLVIMENTO DE TECNOLOGIAS PARA A INDÚSTRIA QUÍMICA,Não informado pela instituição,Sociedade Brasileira de Química (SBQ),SBQ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,big data||patents||innovation||data mining||indicators||rare earth,Não informado pela instituição,http://old.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422020001001538
