Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Tipo de documento,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Região da instituição de defesa,UF da instituição de defesa,Natureza administrativa da instituição de defesa,Latitude da instituição de defesa,Longitude da instituição de defesa,Identificador único da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Identificador único do Programa de Pós-Graduação da instituição de defesa,Área do conhecimento,Área de avaliação,Direitos,Grau,Assuntos em português,Assuntos em inglês,URL do documento
"Carvalho, Antonio Ramalho de Souza||Urbina, Lígia Maria Soto",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Roadmapping e roadmap tecnológico: uma proposta prática para Instituições Científicas e Tecnológicas,Não informado pela instituição,Faculdade de Tecnologia da Zona Sul (FATEC Zona Sul),FATEC,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://www.revistarefas.com.br/RevFATECZS/article/view/152
