Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Tipo de documento,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Região da instituição de defesa,UF da instituição de defesa,Natureza administrativa da instituição de defesa,Latitude da instituição de defesa,Longitude da instituição de defesa,Identificador único da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Identificador único do Programa de Pós-Graduação da instituição de defesa,Área do conhecimento,Área de avaliação,Direitos,Grau,Assuntos em português,Assuntos em inglês,URL do documento
"Matos, Guilherme Paraol de||Teixeira, Clarissa Stefani",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"CARACTERÍSTICAS, DISTINÇÕES E SEMELHANÇAS ENTRE SISTEMAS DE INOVAÇÃO E ECOSSISTEMAS DE INOVAÇÃO",Não informado pela instituição,Pontifícia Universidade Católica de Minas Gerais (PUC Minas),PUC_MINS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,innovation systems; innovation ecosystems; integrative review||sistemas de inovação; ecossistemas de inovação; revisão integrativa,Não informado pela instituição,http://periodicos.pucminas.br/index.php/economiaegestao/article/view/23086
"KON,ANITA",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,A inovação nos serviços como instrumento para a Inovação Social: uma visão integrativa,Não informado pela instituição,EDITORA 34,EDITORA_34,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inovação||Serviços||Inovação social||Serviços estatais||Redes||Informática,Não informado pela instituição,http://old.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572018000300584
"CANCI,EDIANE",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Crescimento econômico e inovação: uma estimativa da fronteira de possibilidades de inovação,Não informado pela instituição,EDITORA 34,EDITORA_34,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Crescimento e desenvolvimento econômico||progresso técnico||inovação,Não informado pela instituição,http://old.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572021000100155
"Roque Dantas, Ana||Ferreira, Ana Margarida Grenho",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação em Portugal,2019,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,inovação abandonada||desempenho financeiro||acumulação de conhecimento||empresas de alta tecnologia e serviços intensivos em conhecimento,Não informado pela instituição,http://hdl.handle.net/10362/92280||https://doi.org/10.30553/sociologiaonline.2019.21.4
"Silveiro, Sandra Pinho",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,INOVAÇÃO E RENOVAÇÃO,Não informado pela instituição,Universidade Federal do Rio Grande do Sul (UFRGS),UFRGS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://seer.ufrgs.br/index.php/hcpa/article/view/100371
"Nassar, Paulo",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,A palavra como inovação,Não informado pela instituição,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,COMUNICAÇÃO NA ADMINISTRAÇÃO,Não informado pela instituição,https://www.eca.usp.br/acervo/producao-academica/002981919.pdf
"KITSUTA,CARLA M||QUADROS,RUY",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"Gestão da inovação em empresas brasileiras de serviços de tecnologia da informação: modelos de inovação planejada, de aplicação rápida e de inovação deliberada a posteriori",Não informado pela instituição,Fundação Getulio Vargas (FGV),FGV,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Gestão da inovação||Inovação em serviços||Indústria de software,Não informado pela instituição,http://old.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512019000401048
"Oliveira, Guilherme Resende||Godoi, Cintia Neves",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,CONCENTRAÇÃO GEOGRÁFICA DA INOVAÇÃO E OS INVESTIMENTOS PÚBLICOS NO ECOSSISTEMA DE INOVAÇÃO GOIANO,Não informado pela instituição,Associação Brasileira de Estudos e Pesquisas em Moda (Abepem),PUC_GO,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,"Desenvolvimento Regional, Economia Regional, Geografia Econômica||ecossistema de inovação, Goiás, Centros de Tecnologias Inovadoras||Ecossistema de inovação",Não informado pela instituição,http://seer.pucgoias.edu.br/index.php/baru/article/view/12123
"Beneli,Daniela Scarpa||Carvalho,Silvia Angélica Domingues de||Furtado,André Tosi",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Indicador composto estadual de inovação (ICEI): uma metodologia para avaliação de sistemas regionais de inovação,Não informado pela instituição,Universidade Federal de Minas Gerais (UFMG),UFMG,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Dispêndio em ciência||tecnologia e inovação||atividade inovativa||impacto,Não informado pela instituição,http://old.scielo.br/scielo.php?script=sci_arttext&pid=S0103-63512022000200359
"Rossetti, Regina||Goulart, Elias Estevão",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Visão comunicacional da inovação: análise dos sentidos atribuídos à inovação na Revista da Intercom,Não informado pela instituição,Universidade Municipal de São Caetano do Sul (USCS),USCS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://seer.uscs.edu.br/index.php/revista_comunicacao_inovacao/article/view/6409
"da Silva, Edmario Nascimento||Santos, Gilberto Batista",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"A CONSTITUCIONALIZAÇÃO DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO COMO INSTRUMENTO DE EFETIVAÇÃO DO DIREITO A INOVAÇÃO.",Não informado pela instituição,Conselho Nacional de Pesquisa e Pós-graduação em Direito (CONPEDI),CONPEDI,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Acesso; Constitucionalização da Ciência; Tecnologia e Inovação; Direito a Inovação; Abordagem Baseada em Direitos.,Não informado pela instituição,http://www.indexlaw.org/index.php/revistadipic/article/view/4373
"Schiavi, Giovana Sordi||Momo, Fernanda da Silva||Maçada, Antônio Carlos Gastaud||Behr, Ariel",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,No caminho da inovação : análise das capacidades de inovação de empresas contábeis diante das tecnologias digitais,2020,Universidade Federal do Rio Grande do Sul (UFRGS),UFRGS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Capacidade de inovação||Capacidade organizacional||Tecnologia||Inovação||Administração de empresas,Accounting||Innovation||Business models||Digital technologies,http://hdl.handle.net/10183/233700
"Bittencourt, Bruno Anicet||Zen, Aurora Carneiro||Prévot, Frédéric",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Capacidade de inovação dos clusters : entendimento da inovação de redes geográficas de negócios,2019,Universidade Federal do Rio Grande do Sul (UFRGS),UFRGS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Cluster||Inovação||Administração de empresas,Innovation||Capability||Business networks,http://hdl.handle.net/10183/201110
"_, _",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação pedagógica no ensino superior,Não informado pela instituição,INEP,INEP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://emaberto.inep.gov.br/index.php/emaberto/article/view/4525
"do Nascimento, Aline Elesbão||et alli, et alli",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Bioética para o desenvolvimento tecnológico e inovação,Não informado pela instituição,Universidade Católica de Pernambuco (UNICAP),UNICAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://www.unicap.br/ojs/index.php/agora/article/view/1224
"Goulart, Sheila Fagundes||Vargas Bolzan, Doris Pires",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação e protagonismo na universidade,Não informado pela instituição,INEP,INEP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,"inovação, ensino-aprendizagem, formação de professores||Inovação do ensino e da aprendizagem na universidade",Não informado pela instituição,http://emaberto.inep.gov.br/index.php/emaberto/article/view/4459
"Carvalho, João M. S.",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Modelo de Inovação & Diferenciação 8P,2019,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://hdl.handle.net/11328/3008
"Vaz, Domingos||Nofre, Jordi",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação urbana em territórios periféricos,2019,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,"Beira Interior||Cova da Beira||Living lab||Low-density territories||Urban innovation||Geography, Planning and Development||Earth and Planetary Sciences (miscellaneous)",Não informado pela instituição,http://hdl.handle.net/10362/92274||https://doi.org/10.18055/finis17102
"Bonixe, Luís",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Jornalismo radiofónico e inovação,2020-01-01,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Innovation||Media events||Radio||Transmedia||inovação||trasnmédia||rádio||acontecimentos mediáticos||Communication,Não informado pela instituição,http://hdl.handle.net/10362/107804||https://doi.org/10.14195/2183-5462_36_8
"Sousa, Maria do Carmo||Brazão, Paulo",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,O construcionismo como proposta de inovação pedagógica,2021,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://hdl.handle.net/10400.13/4468
"Thorstensen, Vera Helena||Thomazella, Fábio",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,A inovação verde na OCDE e no Brasil,2021-08,Fundação Getulio Vargas (FGV),FGV,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inovação verde||Tecnologias ambientais||Patentes verdes||OCDE||Brasil,Green innovation||Environmental technologies||Green patents||Brazil,https://hdl.handle.net/10438/30957
"Sartori, Sophia||Ferraz, Victor Tito||Souza, Zilma Borges de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação social em contexto periférico,2018,Fundação Getulio Vargas (FGV),FGV,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inovação social||Periferia||Jardim Ângela,Não informado pela instituição,https://hdl.handle.net/10438/29157
"Marques, Helena||Gonçalves, Daniela",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Do conceito de inovação pedagógica,2021,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://hdl.handle.net/20.500.11796/3033
"Jesus, Pedro||Azevedo, Joaquim",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação educacional. O que é? Porquê? Onde? Como?,2020,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://hdl.handle.net/10400.14/31854
"Franco, Maria Mantovani",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Museus: agentes de inovação e de transformação,2019,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,MUSEOLOGIA||MUSEUS||DOCUMENTAÇÃO MUSEOLÓGICA||MUSEOLOGY||MUSEUMS||DOCUMENTATION OF MUSEUM COLLECTIONS,Não informado pela instituição,http://hdl.handle.net/10437/9358
"Cavadas, Bento||Linhares, Elisabete||Clara Martins, Maria||Correia, Marisa||Mestrinho, Nelson||Branco, Neusa Cristina Vicente||Santos, Raquel||Colaço, Susana",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação no ensino da matemática e das ciências,2019-10,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://hdl.handle.net/10400.15/3185
"Franco, Maria Mantovani",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Museus: agentes de inovação e de transformação,2019,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,MUSEOLOGIA||MUSEUS||DOCUMENTAÇÃO MUSEOLÓGICA||MUSEOLOGY||MUSEUMS||DOCUMENTATION OF MUSEUM COLLECTIONS,Não informado pela instituição,http://hdl.handle.net/10437/9358
"Lopes, R.",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"Competitividade, inovação e política regional",2019,Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,RCAAP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Território||Competitividade||Política regional,Não informado pela instituição,http://hdl.handle.net/10071/20299
"Rodrigues Barbosa Júnior, Antônio||Gonçalves, Carlos Alberto",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Fatores determinantes da inovação disruptiva,Não informado pela instituição,Universidade de Fortaleza (UNIFOR),UNIFOR,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inovação disruptiva,Não informado pela instituição,https://ojs.unifor.br/rca/article/view/7293
"ABREU, P. G. de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Ambiência e inovação na avicultura.,Não informado pela instituição,Empresa Brasileira de Pesquisa Agropecuária (Embrapa),EMBRAPA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Umidificação||Criação||Avicultura||Iluminação||Aquecimento||Ventilação||Inovação,Não informado pela instituição,http://www.infoteca.cnptia.embrapa.br/infoteca/handle/doc/1133989
"LOPES, M. A.",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Tecnologia e inovação no redesenho da globalização.,Não informado pela instituição,Empresa Brasileira de Pesquisa Agropecuária (Embrapa),EMBRAPA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inteligência artificial||Tecnologia da Informação||Inovação||Comunicação||Análise de Dados||Communications technology||Information technology||Data analysis,Não informado pela instituição,http://www.infoteca.cnptia.embrapa.br/infoteca/handle/doc/1123805
"Melo, Sued Wilma Caldas||Oliveira, Luiz Guilherme de||Filho, Reinaldo José de Miranda||Assad, Sílvia Regina Starling||Lassmann, Eric Thompson||Pires, Lorrana da Cruz||Araújo, Carlos Vinícius Gomes",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação e Combate à Pobreza no Semiárido,Não informado pela instituição,Associação dos Geógrafos Brasileiros (AGB),UFRGS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inovação||Pobreza||Semiárido,Não informado pela instituição,https://seer.ufrgs.br/index.php/bgg/article/view/88812
"Ribeiro Filho, José de Ribamar||Tahim, Elda Fontinele",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Inovação e contingencialidade na agricultura familiar,Não informado pela instituição,Universidade Federal do Espírito Santo (UFES),UFES,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,family farming||contingencies||innovation||agricultura familiar||contingências||inovação||inovação||agricultura familiar,Não informado pela instituição,https://periodicos.ufes.br/ppgadm/article/view/38092
"Dias, Márcio Roberto Soares",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"A INOVAÇÃO: NA LÍNGUA, NA LITERATURA E NA APRENDIZAGEM",Não informado pela instituição,Universidade Estadual do Sudoeste da Bahia (UESB),UESB,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://periodicos2.uesb.br/index.php/folio/article/view/3635
"da Conceição, Edemilson",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Desenvolvimento tecnológico e inovação em fitomedicamentos,Não informado pela instituição,Fundação Oswaldo Cruz (Fiocruz),FIOCRUZ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://revistafitos.far.fiocruz.br/index.php/revista-fitos/article/view/1078
"Astles, Cariad",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Tradição e inovação: provocações,Não informado pela instituição,Universidade do Estado de Santa Catarina (UDESC),UDESC,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://www.revistas.udesc.br/index.php/urdimento/article/view/1414573102322018048
"Sousa, Maria do Carmo||Brazão, José Paulo Gomes",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,O construcionismo como proposta de inovação pedagógica,Não informado pela instituição,Universidade Federal de Rondônia (UNIR),UNIR,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Instrucionismo||Construcionismo||Inovação Pedagógica.||Instruccionismo||Constructivismo||Innovación Pedagógica.||Instructionism||Constructionism||Pedagogical Innovation.,Não informado pela instituição,https://periodicos.unir.br/index.php/EDUCA/article/view/6131
"Silva, Marcela Guimarães||Martins, Tiago Costa",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Ambientes de inovação para a indústria criativa,Não informado pela instituição,Universidade Municipal de São Caetano do Sul (USCS),USCS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,classe criativa||cultura maker||indústria criativa||Indústria Criativa||creative class||maker culture||creative industry,Não informado pela instituição,http://seer.uscs.edu.br/index.php/revista_comunicacao_inovacao/article/view/5232
