Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Tipo de documento,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Região da instituição de defesa,UF da instituição de defesa,Natureza administrativa da instituição de defesa,Latitude da instituição de defesa,Longitude da instituição de defesa,Identificador único da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Identificador único do Programa de Pós-Graduação da instituição de defesa,Área do conhecimento,Área de avaliação,Direitos,Grau,Assuntos em português,Assuntos em inglês,URL do documento
"Amaro, Bianca||Campos, Fhillipe de Freitas||Nahuz, Luciana dos Santos||Vilas Boas, Raphael Faria||Sousa, Juliana Araujo Gomes de||Barreto Neto, Vanderlino Coelho||Campêlo, Leonard Richard Rodrigues Rufino||Paganine, Lucas Nóbrega||Ribeiro, Danielly dos Santos||Santos, Flávio Jesus dos||Carvalho Segundo, Washington Luís Ribeiro de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Iniciativas informacionais do Instituto Brasileiro de Informação em Ciência e Tecnologia (Ibict) em tempos da pandemia,2020-12-11,Instituto Brasileiro de Informação Ciência e Tecnologia (IBICT),IBICT,Brasil,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Ciência Aberta||Fontes de Informação||Comunicação Científica||Covid-19||Coronavírus,Não informado pela instituição,http://ridi.ibict.br/handle/123456789/1102||https://doi.org/10.18617/liinc.v16i2.5400
